class,itemset,support
gender,fuck,0.06538099717779869
gender,funni,0.0636563185951709
gender,gay,0.4619002822201317
gender,get,0.06710567576042646
gender,girl,0.051113201630605204
gender,im,0.12229539040451552
gender,joke,0.4719347757917843
gender,like,0.11132016306052053
gender,make,0.1484791470680464
gender,men,0.06506741925368455
gender,mkr,0.08043273753527752
gender,one,0.05236751332706178
gender,peopl,0.1039510818438382
gender,rape,0.4722483537158984
gender,rt,0.15365318281592977
gender,say,0.07008466603951082
gender,sexist,0.11790529946691752
gender,think,0.06820319849482596
gender,women,0.09783631232361242
gender,"call, bitch",0.09532768893069928
gender,"femal, bitch",0.09470053308247099
gender,"femal, call",0.10003135779241142
gender,"rape, dont",0.05001567889620571
gender,"funni, gay",0.05174035747883349
gender,"joke, funni",0.055973659454374415
gender,"rape, funni",0.05283788021323299
gender,"joke, gay",0.4404201944183129
gender,"gay, like",0.05957980558168705
gender,"make, gay",0.1213546566321731
gender,"peopl, gay",0.0843524615867043
gender,"rape, gay",0.4479460645970524
gender,"im, rt",0.05017246785826278
gender,"sexist, im",0.06302916274694262
gender,"joke, like",0.06052053935402948
gender,"make, joke",0.1273126371903418
gender,"joke, peopl",0.08466603951081844
gender,"joke, rape",0.44481028535591094
gender,"rape, like",0.06052053935402948
gender,"make, rape",0.12370649106302917
gender,"rape, peopl",0.08529319535904673
gender,"sexist, rt",0.06506741925368455
gender,"femal, call, bitch",0.0929758544998432
gender,"joke, funni, gay",0.05064283474443399
gender,"rape, funni, gay",0.05064283474443399
gender,"joke, rape, funni",0.05158356851677642
gender,"joke, gay, like",0.056130448416431486
gender,"make, joke, gay",0.11931640012543117
gender,"joke, peopl, gay",0.0799623706491063
gender,"joke, rape, gay",0.4292881781122609
gender,"rape, gay, like",0.058011915961116337
gender,"make, rape, gay",0.11931640012543117
gender,"rape, peopl, gay",0.0821574161179053
gender,"joke, rape, like",0.05675760426465977
gender,"make, rape, joke",0.1218250235183443
gender,"joke, rape, peopl",0.08200062715584823
gender,"joke, rape, gay, like",0.05487613671997491
gender,"make, rape, joke, gay",0.11774851050486046
gender,"joke, rape, peopl, gay",0.0788648479147068
age,back,0.05442602439787301
age,bulli,0.9721614013137316
age,dont,0.06818892711917422
age,friend,0.06803253049734126
age,get,0.11948701908038786
age,girl,0.5145448858304661
age,go,0.06818892711917422
age,got,0.09149202377228652
age,high,0.5971223021582733
age,im,0.0985298717547701
age,kid,0.08507976227713482
age,know,0.0598999061620269
age,like,0.22051923678448546
age,look,0.06412261495151705
age,make,0.05301845480137629
age,middl,0.08601814200813263
age,never,0.051923678448545514
age,one,0.11620269002189552
age,peopl,0.09915545824210197
age,say,0.053331248045042225
age,school,0.9374413512668126
age,think,0.05301845480137629
age,time,0.0539568345323741
age,use,0.05239286831404442
age,would,0.0747575852361589
age,year,0.06568658116984673
age,"back, bulli",0.05223647169221145
age,"back, school",0.051610885204879574
age,"dont, bulli",0.06646856427901157
age,"friend, bulli",0.06756334063184236
age,"get, bulli",0.11807944948389115
age,"girl, bulli",0.5120425398811386
age,"go, bulli",0.06490459806068188
age,"got, bulli",0.09071004066312167
age,"high, bulli",0.5935251798561151
age,"im, bulli",0.09649671567094151
age,"kid, bulli",0.08351579605880513
age,"bulli, know",0.05896152643102909
age,"bulli, like",0.21692211448232718
age,"look, bulli",0.06396621832968408
age,"make, bulli",0.051923678448545514
age,"middl, bulli",0.08461057241163591
age,"never, bulli",0.051610885204879574
age,"one, bulli",0.11463872380356584
age,"peopl, bulli",0.0980606818892712
age,"say, bulli",0.05301845480137629
age,"school, bulli",0.9196121363778542
age,"think, bulli",0.05239286831404442
age,"time, bulli",0.05301845480137629
age,"use, bulli",0.051923678448545514
age,"would, bulli",0.07350641226149515
age,"bulli, year",0.06427901157335002
age,"school, dont",0.062089458867688456
age,"school, friend",0.06365342508601814
age,"high, get",0.07757272442915233
age,"get, school",0.10885204879574602
age,"girl, got",0.06897091022833907
age,"high, girl",0.4785736628088833
age,"girl, like",0.11870503597122302
age,"one, girl",0.06912730685017203
age,"girl, school",0.47403816077572725
age,"school, go",0.06427901157335002
age,"high, got",0.07069127306850172
age,"school, got",0.08507976227713482
age,"high, like",0.13543947450735064
age,"one, high",0.07460118861432594
age,"high, peopl",0.055520800750703786
age,"high, school",0.559274319674695
age,"im, school",0.0925868001251173
age,"kid, school",0.0811698467313106
age,"school, know",0.055677197372536756
age,"school, like",0.20972786987801065
age,"look, school",0.060681889271191745
age,"make, school",0.05004691898654989
age,"middl, school",0.08539255552080074
age,"one, school",0.11041601501407569
age,"school, peopl",0.09180481701595246
age,"say, school",0.05067250547388177
age,"school, think",0.05067250547388177
age,"school, time",0.0505161088520488
age,"would, school",0.07209884266499844
age,"school, year",0.06130747575852362
age,"school, dont, bulli",0.06083828589302471
age,"school, friend, bulli",0.06318423522051923
age,"get, girl, bulli",0.0708476696903347
age,"high, get, bulli",0.07741632780731936
age,"get, school, bulli",0.10807006568658117
age,"girl, got, bulli",0.0688145136065061
age,"high, girl, bulli",0.47700969659055364
age,"im, girl, bulli",0.06506099468251486
age,"bulli, girl, like",0.11823584610572412
age,"one, girl, bulli",0.06865811698467313
age,"girl, school, bulli",0.4718486080700657
age,"school, go, bulli",0.06193306224585549
age,"high, got, bulli",0.07053487644666875
age,"school, got, bulli",0.08445417578980294
age,"high, im, bulli",0.06912730685017203
age,"high, bulli, like",0.13497028464185173
age,"high, one, bulli",0.07413199874882702
age,"high, peopl, bulli",0.055208007507037846
age,"high, school, bulli",0.5559899906162027
age,"im, school, bulli",0.09102283390678761
age,"kid, school, bulli",0.07991867375664685
age,"bulli, school, know",0.05505161088520488
age,"bulli, school, like",0.20706912730685018
age,"look, school, bulli",0.060525492649358775
age,"middl, school, bulli",0.08398498592430403
age,"one, school, bulli",0.10916484203941194
age,"school, peopl, bulli",0.09117923052862058
age,"say, school, bulli",0.0505161088520488
age,"school, think, bulli",0.050359712230215826
age,"would, school, bulli",0.0713168595558336
age,"bulli, school, year",0.060525492649358775
age,"high, get, school",0.069283703472005
age,"high, girl, got",0.06615577103534563
age,"high, girl, like",0.10979042852674382
age,"one, high, girl",0.06334063184235221
age,"high, girl, school",0.44244604316546765
age,"girl, school, like",0.11072880825774163
age,"one, girl, school",0.06412261495151705
age,"high, school, like",0.12746324679386925
age,"one, high, school",0.06959649671567095
age,"high, school, peopl",0.050359712230215826
age,"high, get, girl, bulli",0.06865811698467313
age,"girl, get, school, bulli",0.062089458867688456
age,"high, get, school, bulli",0.06912730685017203
age,"high, girl, got, bulli",0.06599937441351267
age,"girl, school, got, bulli",0.06349702846418517
age,"high, im, girl, bulli",0.060525492649358775
age,"high, bulli, girl, like",0.10947763528307788
age,"high, one, girl, bulli",0.06302783859868627
age,"high, girl, school, bulli",0.4410384735689709
age,"im, girl, school, bulli",0.06005630278385987
age,"bulli, girl, school, like",0.11025961839224273
age,"one, girl, school, bulli",0.06365342508601814
age,"high, school, got, bulli",0.0653737879261808
age,"high, im, school, bulli",0.06459180481701596
age,"high, bulli, school, like",0.12699405692837035
age,"high, one, school, bulli",0.06912730685017203
age,"high, school, peopl, bulli",0.05004691898654989
age,"high, girl, school, like",0.10228339067876134
age,"one, high, girl, school",0.058492336565530184
age,"girl, school, bulli, high, get",0.060369096027525805
age,"girl, school, bulli, high, got",0.06099468251485768
age,"im, girl, school, bulli, high",0.05614638723803566
age,"girl, school, bulli, high, like",0.1019705974350954
age,"one, girl, school, bulli, high",0.05817954332186425
ethnicity,anyth,0.08572774375883184
ethnicity,ass,0.24791961061391113
ethnicity,bitch,0.11069241639189825
ethnicity,black,0.22311194850054955
ethnicity,call,0.14884597268016958
ethnicity,color,0.06892761815041608
ethnicity,disgust,0.06044905008635579
ethnicity,dont,0.09436332234259695
ethnicity,dumb,0.614853195164076
ethnicity,first,0.09200816454702465
ethnicity,fuck,0.6256869210237086
ethnicity,get,0.08996702779086199
ethnicity,go,0.06280420788192809
ethnicity,im,0.09200816454702465
ethnicity,know,0.05087140838436175
ethnicity,like,0.11587376354215732
ethnicity,negro,0.07363793374156069
ethnicity,nigga,0.05024336630554247
ethnicity,nigger,0.6622703721149317
ethnicity,obama,0.13628513110378396
ethnicity,one,0.12450934212592243
ethnicity,past,0.08007536504945831
ethnicity,peopl,0.1210551106924164
ethnicity,racism,0.07991835452975349
ethnicity,racist,0.05950698696812686
ethnicity,rt,0.12529439472444653
ethnicity,say,0.09200816454702465
ethnicity,shit,0.07489401789919925
ethnicity,ur,0.1047260166431151
ethnicity,white,0.17365363479353116
ethnicity,"black, anyth",0.07002669178834982
ethnicity,"anyth, past",0.07740618621447637
ethnicity,"ass, bitch",0.05982100800753651
ethnicity,"ass, dumb",0.23787093735280262
ethnicity,"ass, fuck",0.23849897943162193
ethnicity,"ass, nigger",0.23002041136756163
ethnicity,"obama, ass",0.12199717381064532
ethnicity,"ass, rt",0.07677814413565709
ethnicity,"dumb, bitch",0.10205683780813314
ethnicity,"fuck, bitch",0.10221384832783796
ethnicity,"nigger, bitch",0.09970168001256084
ethnicity,"black, call",0.0629612184016329
ethnicity,"disgust, black",0.05652378709373528
ethnicity,"black, fuck",0.054168629298162976
ethnicity,"black, nigger",0.1033129219657717
ethnicity,"black, past",0.06814256555189198
ethnicity,"black, peopl",0.06578740775631968
ethnicity,"black, white",0.07520803893860889
ethnicity,"negro, call",0.07191081802480766
ethnicity,"nigger, call",0.06563039723661486
ethnicity,"white, call",0.08714083843617522
ethnicity,"color, racism",0.0566807976134401
ethnicity,"disgust, nigger",0.055738734495211176
ethnicity,"dumb, fuck",0.6038624587847385
ethnicity,"dumb, get",0.055738734495211176
ethnicity,"dumb, like",0.05699481865284974
ethnicity,"dumb, nigger",0.588632438373371
ethnicity,"dumb, rt",0.11241953210865128
ethnicity,"dumb, shit",0.06343224996074737
ethnicity,"first, one",0.08023237556916313
ethnicity,"first, ur",0.07772020725388601
ethnicity,"fuck, get",0.05777987125137384
ethnicity,"im, fuck",0.05118542942377139
ethnicity,"fuck, like",0.05730883969225938
ethnicity,"fuck, nigger",0.5934997644842205
ethnicity,"fuck, rt",0.11147746899042235
ethnicity,"fuck, shit",0.06437431307897629
ethnicity,"get, nigger",0.05887894488930758
ethnicity,"im, nigger",0.05730883969225938
ethnicity,"nigger, like",0.06406029203956665
ethnicity,"negro, white",0.07096875490657874
ethnicity,"obama, nigger",0.12560841576385617
ethnicity,"peopl, nigger",0.05306955566022924
ethnicity,"nigger, rt",0.11351860574658502
ethnicity,"say, nigger",0.054168629298162976
ethnicity,"nigger, shit",0.06437431307897629
ethnicity,"white, nigger",0.06044905008635579
ethnicity,"obama, rt",0.07206782854451248
ethnicity,"one, ur",0.07991835452975349
ethnicity,"black, anyth, past",0.0675145234730727
ethnicity,"ass, dumb, bitch",0.05887894488930758
ethnicity,"ass, fuck, bitch",0.05887894488930758
ethnicity,"ass, nigger, bitch",0.054639660857277436
ethnicity,"ass, fuck, dumb",0.23567279007693515
ethnicity,"ass, nigger, dumb",0.22531009577641703
ethnicity,"ass, rt, dumb",0.07583608101742817
ethnicity,"ass, fuck, nigger",0.22562411681582667
ethnicity,"ass, fuck, rt",0.07567907049772335
ethnicity,"obama, ass, nigger",0.11430365834510912
ethnicity,"ass, nigger, rt",0.07348092322185587
ethnicity,"dumb, fuck, bitch",0.10001570105197048
ethnicity,"dumb, nigger, bitch",0.09609043805934997
ethnicity,"fuck, nigger, bitch",0.09577641701994033
ethnicity,"disgust, black, nigger",0.054011618778458156
ethnicity,"negro, white, call",0.07034071282775946
ethnicity,"dumb, fuck, get",0.054953681896687076
ethnicity,"dumb, fuck, like",0.055738734495211176
ethnicity,"dumb, fuck, nigger",0.5806249018684252
ethnicity,"obama, dumb, fuck",0.13298791018998274
ethnicity,"dumb, fuck, rt",0.10975035327366933
ethnicity,"dumb, fuck, shit",0.06280420788192809
ethnicity,"dumb, get, nigger",0.05291254514052442
ethnicity,"dumb, nigger, like",0.054168629298162976
ethnicity,"dumb, nigger, rt",0.10849426911603077
ethnicity,"dumb, nigger, shit",0.06123410268487989
ethnicity,"first, one, ur",0.07630711257654263
ethnicity,"fuck, get, nigger",0.054168629298162976
ethnicity,"fuck, nigger, like",0.054325639817867796
ethnicity,"fuck, nigger, rt",0.10770921651750667
ethnicity,"fuck, nigger, shit",0.06154812372428953
ethnicity,"ass, fuck, dumb, bitch",0.05840791333019312
ethnicity,"ass, nigger, dumb, bitch",0.054325639817867796
ethnicity,"ass, fuck, nigger, bitch",0.054325639817867796
ethnicity,"ass, fuck, nigger, dumb",0.22373999057936883
ethnicity,"obama, ass, fuck, dumb",0.1218401632909405
ethnicity,"ass, fuck, rt, dumb",0.07505102841890407
ethnicity,"ass, nigger, rt, dumb",0.07285288114303658
ethnicity,"ass, fuck, nigger, rt",0.07285288114303658
ethnicity,"dumb, fuck, nigger, bitch",0.09467734338200659
ethnicity,"dumb, fuck, get, nigger",0.0527555346208196
ethnicity,"dumb, fuck, nigger, like",0.0535405872193437
ethnicity,"obama, dumb, fuck, nigger",0.12513738420474171
ethnicity,"dumb, fuck, nigger, rt",0.1062961218401633
ethnicity,"dumb, fuck, nigger, shit",0.06107709216517507
ethnicity,"obama, dumb, fuck, rt",0.07175380750510284
ethnicity,"ass, nigger, bitch, fuck, dumb",0.054168629298162976
ethnicity,"obama, ass, nigger, fuck, dumb",0.1141466478254043
ethnicity,"ass, nigger, fuck, rt, dumb",0.0722248390642173
ethnicity,"obama, ass, fuck, rt, dumb",0.06720050243366306
ethnicity,"obama, nigger, fuck, rt, dumb",0.0690846286701209
ethnicity,"obama, ass, nigger, fuck, rt, dumb",0.0645313235986811
